Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV02170,C00701,"P00438,P00493",22/08/2025,CYB
INV02171,C00845,"P00531,P00116",05/01/2025,CYB
INV02172,C00746,P00245,23/02/2024,MK
INV02173,C00545,P00384,17/10/2025,ST
INV02174,C00871,"P00373,P00353,P00422,P00266,P00354",08/05/2025,CYB
INV02175,C00116,"P00503,P00302,P00127",15/06/2025,MK
INV02176,C00394,"P00533,P00275",11/05/2024,CYB
INV02177,C01386,"P00437,P00464,P00492,P00002,P00322",15/05/2025,TKO
INV02178,C00306,"P00289,P00177",27/03/2025,CYB
INV02179,C01271,"P00362,P00443,P00066,P00268",05/12/2024,TKO
INV02180,C00498,"P00156,P00336,P00108,P00089,P00060,P00522",14/08/2024,CYB
INV02181,C00441,"P00367,P00202",19/12/2024,MK
INV02182,C00778,"P00404,P00272,P00034,P00305",09/03/2024,MK
INV02183,C01160,"P00156,P00336,P00108,P00089,P00405,P00157",14/08/2025,TKO
INV02184,C00270,P00475,20/10/2025,ST
INV02185,C00268,P00155,06/10/2024,CYB
INV02186,C00381,"P00373,P00353,P00422,P00266",23/04/2024,CYB
INV02187,C01428,"P00090,P00493,P00341,P00246,P00098",25/08/2025,TKO
INV02188,C00101,"P00470,P00378,P00018,P00258,P00379",31/12/2024,MK
INV02189,C00206,"P00492,P00178,P00165,P00540,P00113",30/09/2024,TKO
INV02190,C01001,P00107,19/09/2024,CYB
INV02191,C00222,"P00521,P00240",27/10/2025,TKO
INV02192,C00577,P00197,11/07/2024,MK
INV02193,C01243,"P00373,P00353,P00422,P00266",30/08/2025,CYB
INV02194,C00792,"P00335,P00190,P00031",16/01/2025,TKO
INV02195,C00924,P00337,30/06/2025,TKO
INV02196,C00135,"P00156,P00336,P00108,P00089",28/03/2025,ST
INV02197,C01167,"P00156,P00336,P00108,P00089",27/05/2024,TKO
INV02198,C00911,P00515,22/08/2025,TKO
INV02199,C00835,"P00156,P00336,P00108,P00089,P00536,P00171",05/02/2025,TKO
INV02200,C00158,"P00117,P00452,P00111",21/09/2024,MK
INV02201,C00121,"P00282,P00362,P00531,P00193",28/02/2025,TKO
INV02202,C00108,"P00061,P00418,P00393,P00379",11/10/2025,CYB
INV02203,C01169,P00281,27/10/2024,CYB
INV02204,C01118,P00171,03/12/2025,CYB
INV02205,C01341,"P00380,P00314",16/08/2024,MK
INV02206,C00725,"P00156,P00336,P00108,P00089,P00103,P00060",13/07/2025,CYB
INV02207,C01403,P00084,08/12/2025,TKO
INV02208,C01432,"P00373,P00353,P00422,P00266,P00514,P00364",17/09/2024,CYB
INV02209,C01353,"P00013,P00200,P00540,P00276,P00262",15/07/2024,MK
INV02210,C00336,"P00277,P00030,P00385",30/03/2025,MK
INV02211,C00447,"P00167,P00246",29/01/2024,MK
INV02212,C01058,"P00373,P00353,P00422,P00266,P00296",09/01/2024,ST
INV02213,C01049,"P00295,P00542,P00470",02/04/2024,CYB
INV02214,C01185,"P00156,P00336,P00108,P00089,P00436",09/08/2025,CYB
INV02215,C00304,"P00146,P00020",22/12/2024,MK
INV02216,C01079,"P00431,P00054,P00514,P00430,P00379",01/06/2024,CYB
INV02217,C00144,"P00156,P00336,P00108,P00089,P00471,P00363",08/06/2025,CYB
INV02218,C00012,P00181,24/01/2024,ST
INV02219,C00293,"P00418,P00368,P00279,P00313",30/11/2024,MK
INV02220,C00288,"P00387,P00118,P00200,P00269",05/03/2025,ST
INV02221,C01075,P00053,26/06/2025,CYB
INV02222,C00220,"P00156,P00336,P00108,P00089,P00390,P00335",03/07/2025,MK
INV02223,C00660,"P00156,P00336,P00108,P00089,P00132,P00491",13/01/2025,TKO
INV02224,C00978,"P00373,P00353,P00422,P00266,P00137,P00540",13/11/2025,CYB
INV02225,C00646,"P00373,P00353,P00422,P00266,P00310,P00219",23/11/2025,CYB
INV02226,C00414,"P00266,P00001,P00261,P00067,P00091",02/08/2024,CYB
INV02227,C00749,"P00373,P00353,P00422,P00266",20/03/2024,CYB
INV02228,C01032,"P00054,P00302,P00278,P00532",04/02/2025,ST
INV02229,C00750,"P00373,P00353,P00422,P00266,P00461,P00454",05/12/2025,MK
INV02230,C00309,P00432,11/07/2024,TKO
INV02231,C00145,"P00231,P00504,P00466,P00255",04/05/2025,CYB
INV02232,C00872,"P00212,P00519,P00454,P00236,P00271",28/11/2025,MK
INV02233,C00628,"P00143,P00408,P00251",21/01/2024,TKO
INV02234,C00345,"P00239,P00488",04/03/2024,ST
INV02235,C00698,"P00103,P00016,P00078",30/12/2025,ST
INV02236,C00409,P00052,12/03/2024,TKO
INV02237,C01091,"P00061,P00243",07/08/2024,CYB
INV02238,C00509,"P00341,P00337,P00047,P00267",23/05/2024,CYB
INV02239,C00930,"P00373,P00435",07/08/2024,ST
INV02240,C00277,P00334,05/07/2024,TKO
INV02241,C00352,"P00454,P00507,P00327",26/06/2025,TKO
INV02242,C00214,"P00156,P00336,P00108,P00089,P00530,P00401",07/03/2024,CYB
INV02243,C01234,"P00388,P00058,P00185,P00534",10/01/2024,MK
INV02244,C01272,"P00266,P00043,P00103",05/04/2024,CYB
INV02245,C00697,P00318,31/08/2024,CYB
INV02246,C00364,"P00156,P00336,P00108,P00089",08/01/2025,TKO
INV02247,C00229,P00312,03/10/2024,CYB
INV02248,C00134,P00250,29/09/2025,MK
INV02249,C01240,P00070,24/05/2025,CYB
INV02250,C01126,"P00156,P00336,P00108,P00089,P00241",07/07/2024,CYB
INV02251,C00886,"P00500,P00270,P00119",20/07/2025,ST
INV02252,C00448,"P00446,P00298",11/10/2024,TKO
INV02253,C00759,"P00156,P00336,P00108,P00089,P00103,P00421",21/02/2025,ST
INV02254,C01067,"P00317,P00406,P00343",22/02/2024,MK
INV02255,C00712,"P00230,P00303,P00318",17/08/2024,MK
INV02256,C00329,"P00482,P00052,P00485,P00023",13/05/2024,TKO
INV02257,C00741,"P00373,P00353,P00422,P00266,P00180,P00264",25/04/2024,CYB
INV02258,C00633,P00194,10/03/2025,MK
INV02259,C00997,"P00145,P00310,P00270",17/07/2025,MK
INV02260,C01137,P00475,27/04/2025,MK
INV02261,C00532,"P00373,P00353,P00422,P00266,P00173",09/07/2024,ST
INV02262,C00609,P00311,11/03/2025,CYB
INV02263,C00134,"P00512,P00313,P00390,P00545,P00384",19/11/2024,CYB
INV02264,C00688,P00188,13/11/2025,MK
INV02265,C00477,"P00287,P00198,P00402,P00086,P00370",29/09/2024,CYB
INV02266,C01213,"P00508,P00470,P00277",01/08/2024,MK
INV02267,C00556,P00462,15/05/2024,TKO
INV02268,C01420,"P00467,P00355,P00271,P00046",01/03/2024,CYB
INV02269,C00496,"P00156,P00336,P00108,P00089",08/04/2025,MK
INV02270,C01104,"P00156,P00336,P00108,P00089",15/06/2024,TKO
INV02271,C00368,"P00156,P00336,P00108,P00089",19/07/2025,TKO
INV02272,C01101,P00020,20/01/2024,TKO
INV02273,C00237,"P00361,P00413,P00168,P00304",18/02/2025,ST
INV02274,C01041,"P00373,P00353,P00422,P00266",30/06/2024,TKO
INV02275,C00592,"P00206,P00431,P00430,P00200",23/07/2024,CYB
INV02276,C00452,"P00072,P00331,P00121,P00156,P00307",07/08/2025,TKO
INV02277,C00186,"P00004,P00362,P00074,P00244",01/08/2025,ST
INV02278,C01441,"P00538,P00036,P00063,P00442",05/09/2024,CYB
INV02279,C00994,"P00294,P00177",02/10/2025,CYB
INV02280,C01190,"P00131,P00172,P00191",15/08/2024,CYB
INV02281,C00325,"P00056,P00367,P00304,P00100",26/05/2025,CYB
INV02282,C00121,"P00156,P00336,P00108,P00089,P00205,P00379",01/07/2025,TKO
INV02283,C01144,"P00160,P00528,P00464,P00514,P00511",18/09/2025,TKO
INV02284,C00796,"P00359,P00339,P00326,P00084,P00310",31/07/2025,MK
INV02285,C00299,"P00409,P00434,P00204",22/10/2024,CYB
INV02286,C00963,"P00068,P00409,P00136,P00240,P00047",23/01/2024,MK
INV02287,C01084,"P00106,P00542,P00171",22/08/2025,MK
INV02288,C00117,"P00203,P00359,P00300,P00079",01/03/2024,TKO
INV02289,C00892,"P00402,P00059",20/11/2025,TKO
INV02290,C00701,"P00099,P00410",23/07/2025,MK
INV02291,C01109,"P00257,P00421",30/04/2025,TKO
INV02292,C01192,"P00131,P00236,P00453,P00160,P00523",22/06/2025,MK
INV02293,C00856,"P00206,P00061,P00001",21/01/2025,MK
INV02294,C00264,P00486,08/01/2024,TKO
INV02295,C00600,"P00478,P00142,P00256,P00038,P00217",26/06/2024,CYB
INV02296,C00944,P00534,24/10/2025,MK
INV02297,C01102,"P00156,P00336,P00108,P00089,P00477",15/04/2024,CYB
INV02298,C01295,"P00242,P00366,P00078,P00302",15/07/2024,TKO
INV02299,C00147,"P00373,P00353,P00422,P00266",01/06/2025,MK
INV02300,C00560,P00144,28/11/2025,MK
INV02301,C00926,"P00046,P00453,P00145,P00163",13/03/2025,MK
INV02302,C00867,"P00336,P00142,P00316",11/08/2024,MK
INV02303,C00731,"P00156,P00336,P00108,P00089",22/01/2024,MK
INV02304,C00572,"P00373,P00353,P00422,P00266",16/02/2024,MK
INV02305,C01095,"P00373,P00353,P00422,P00266",29/09/2025,MK
INV02306,C00734,P00098,20/11/2025,TKO
INV02307,C01092,P00471,09/11/2024,CYB
INV02308,C01000,"P00373,P00353,P00422,P00266,P00325,P00188",19/10/2024,TKO
INV02309,C00964,"P00230,P00188,P00514,P00272",08/07/2024,CYB
INV02310,C00383,"P00368,P00296,P00080",27/02/2024,MK
INV02311,C00710,"P00543,P00063,P00325",28/02/2024,CYB
INV02312,C00571,"P00366,P00080",05/07/2025,CYB
INV02313,C00390,"P00448,P00242,P00423,P00147",30/01/2025,MK
INV02314,C00902,"P00361,P00409",03/03/2025,ST
INV02315,C00868,"P00513,P00226,P00244,P00539",04/07/2024,CYB
INV02316,C00496,"P00487,P00415,P00145,P00152,P00130",22/11/2025,MK
INV02317,C00335,"P00373,P00353,P00422,P00266,P00143,P00341",12/06/2024,CYB
INV02318,C00148,"P00156,P00336,P00108,P00089,P00222,P00049",04/03/2025,MK
INV02319,C01030,"P00342,P00261",09/09/2024,TKO
INV02320,C01017,"P00391,P00457",12/04/2025,ST
INV02321,C01096,"P00156,P00336,P00108,P00089,P00466,P00330",10/07/2024,TKO
INV02322,C00424,"P00156,P00336,P00108,P00089,P00510",24/04/2024,ST
INV02323,C00961,"P00345,P00395",28/05/2025,TKO
INV02324,C00668,"P00376,P00386,P00059,P00446",06/08/2024,CYB
INV02325,C00005,P00452,22/12/2024,CYB
INV02326,C00918,"P00200,P00547",21/08/2025,TKO
INV02327,C00418,"P00226,P00120,P00053,P00216,P00327",04/02/2025,TKO
INV02328,C01102,"P00301,P00055,P00174,P00540,P00300",20/07/2024,TKO
INV02329,C00660,"P00456,P00145,P00339,P00535,P00376",17/10/2025,CYB
INV02330,C01305,"P00373,P00353,P00422,P00266,P00294,P00222",05/04/2024,MK
INV02331,C00667,"P00051,P00410,P00305,P00376",05/11/2025,ST
INV02332,C01333,P00409,21/01/2024,ST
INV02333,C01032,"P00205,P00324",24/11/2024,TKO
INV02334,C00761,"P00488,P00075,P00339,P00300",01/03/2024,MK
INV02335,C00260,"P00156,P00336,P00108,P00089",14/04/2025,CYB
INV02336,C00489,"P00009,P00474,P00125,P00263",13/02/2024,CYB
INV02337,C00962,"P00373,P00353,P00422,P00266",02/07/2025,TKO
INV02338,C00646,"P00243,P00226",14/05/2024,TKO
INV02339,C00940,"P00188,P00209,P00124,P00398,P00074",07/03/2025,MK
INV02340,C00410,"P00321,P00377,P00159",21/03/2025,CYB
INV02341,C00845,"P00281,P00030,P00050,P00096,P00285",05/12/2024,MK
INV02342,C00673,"P00506,P00466,P00380,P00488,P00532",27/08/2024,TKO
INV02343,C00775,"P00078,P00421,P00260,P00476",17/05/2025,CYB
INV02344,C00877,"P00435,P00504",06/12/2024,CYB
INV02345,C00714,"P00373,P00353,P00422,P00266,P00378,P00163",18/06/2025,ST
INV02346,C01119,"P00373,P00353,P00422,P00266,P00412",17/05/2025,ST
INV02347,C01384,"P00232,P00244,P00489,P00379,P00480",16/10/2025,ST
INV02348,C00329,"P00134,P00231",03/08/2025,ST
INV02349,C00560,"P00428,P00044,P00251,P00073,P00409",12/09/2025,MK
INV02350,C00941,"P00201,P00361,P00065,P00379,P00099",19/03/2024,CYB
INV02351,C01230,"P00097,P00386,P00285",04/08/2025,ST
INV02352,C00767,"P00468,P00160,P00496",02/08/2024,TKO
INV02353,C01163,"P00013,P00496",03/09/2025,TKO
INV02354,C00047,P00500,17/03/2025,CYB
INV02355,C01001,"P00310,P00502,P00257",06/07/2025,CYB
INV02356,C01391,"P00108,P00062",06/08/2024,MK
INV02357,C00649,"P00394,P00438,P00318,P00319",20/09/2025,CYB
INV02358,C01176,"P00373,P00353,P00422,P00266",29/07/2024,TKO
INV02359,C01220,P00172,11/01/2024,TKO
INV02360,C00224,"P00373,P00353,P00422,P00266",30/05/2025,CYB
INV02361,C00539,"P00373,P00353,P00422,P00266,P00490",01/07/2024,MK
INV02362,C01312,"P00373,P00353,P00422,P00266,P00038,P00151",23/02/2025,MK
INV02363,C00998,"P00465,P00158,P00166",07/05/2025,TKO
INV02364,C00611,"P00226,P00327,P00145,P00217,P00053",09/11/2025,MK
INV02365,C00790,"P00156,P00336,P00108,P00089",27/05/2024,CYB
INV02366,C00077,"P00449,P00304,P00233",22/09/2025,TKO
INV02367,C00575,"P00156,P00336,P00108,P00089",20/04/2025,CYB
INV02368,C00202,"P00425,P00217,P00113",02/01/2025,CYB
INV02369,C00188,"P00075,P00509,P00248,P00356",20/05/2025,MK
INV02370,C01279,"P00271,P00191",20/04/2024,MK
INV02371,C01333,"P00536,P00503,P00257,P00470,P00160",22/04/2025,TKO
INV02372,C00379,"P00373,P00353,P00422,P00266,P00339",21/08/2024,CYB
INV02373,C00134,"P00156,P00336,P00108,P00089,P00253,P00300",16/09/2025,TKO
INV02374,C00158,P00525,17/02/2024,CYB
INV02375,C00272,"P00266,P00329,P00111,P00204,P00216",01/07/2025,TKO
INV02376,C00817,"P00156,P00336,P00108,P00089,P00225,P00102",29/01/2025,MK
INV02377,C00580,"P00328,P00234,P00197,P00118,P00242",21/08/2025,MK
INV02378,C00673,"P00214,P00443,P00141,P00429,P00456",16/11/2025,ST
INV02379,C01180,"P00500,P00114,P00038,P00237,P00099",14/02/2025,ST
INV02380,C00514,"P00156,P00336,P00108,P00089,P00301,P00480",29/05/2024,CYB
INV02381,C00617,"P00541,P00297,P00123,P00170,P00243",12/06/2024,MK
INV02382,C00973,P00524,30/10/2025,TKO
INV02383,C01442,"P00156,P00336,P00108,P00089,P00040",30/10/2024,CYB
INV02384,C00829,"P00079,P00268,P00349,P00270",11/10/2024,CYB
INV02385,C00373,"P00478,P00360,P00051",15/05/2025,TKO
INV02386,C01191,"P00076,P00495,P00031",11/04/2025,CYB
INV02387,C01121,"P00156,P00336,P00108,P00089,P00005,P00339",06/02/2024,MK
INV02388,C00725,"P00360,P00257,P00035",28/09/2024,CYB
INV02389,C01418,"P00508,P00017,P00360,P00332,P00061",15/08/2025,CYB
INV02390,C01428,"P00089,P00045,P00004,P00134,P00109",05/11/2024,TKO
INV02391,C00809,"P00286,P00136",17/01/2025,ST
INV02392,C01261,"P00250,P00276,P00393,P00069,P00411",09/12/2025,CYB
INV02393,C01423,"P00156,P00336,P00108,P00089,P00166,P00419",08/04/2024,TKO
INV02394,C00195,"P00256,P00334",22/04/2024,ST
INV02395,C00863,"P00215,P00488,P00312",31/05/2024,MK
INV02396,C00807,"P00156,P00336,P00108,P00089,P00111,P00503",18/09/2024,ST
INV02397,C00852,"P00410,P00416,P00016",08/11/2024,ST
INV02398,C00282,"P00068,P00260",19/04/2025,TKO
INV02399,C00303,"P00373,P00353,P00422,P00266,P00326",07/01/2025,MK
INV02400,C01198,"P00188,P00386,P00402,P00275,P00509",11/12/2024,TKO
INV02401,C01111,"P00373,P00353,P00422,P00266,P00118",06/07/2024,TKO
INV02402,C01320,"P00156,P00336,P00108,P00089",04/08/2024,MK
INV02403,C00301,"P00256,P00076,P00514",05/03/2025,CYB
INV02404,C00770,"P00373,P00353,P00422,P00266,P00196,P00415",17/04/2025,CYB
INV02405,C00879,"P00255,P00518,P00235",13/12/2024,ST
INV02406,C00285,"P00163,P00455",14/06/2024,MK
INV02407,C00354,P00507,26/05/2025,MK
INV02408,C01434,"P00142,P00067,P00256",04/06/2025,TKO
INV02409,C01329,"P00313,P00204,P00080,P00394,P00356",30/01/2025,TKO
INV02410,C00250,"P00373,P00353,P00422,P00266",08/08/2025,TKO
INV02411,C00532,"P00139,P00331,P00379,P00086",25/09/2025,TKO
INV02412,C01428,"P00178,P00194,P00234,P00080,P00336",15/08/2024,TKO
INV02413,C01234,"P00436,P00507,P00152,P00541",28/10/2024,MK
INV02414,C00832,P00459,16/06/2025,MK
INV02415,C00584,"P00390,P00375,P00207",29/10/2025,CYB
INV02416,C01010,"P00273,P00267,P00159,P00419,P00480",17/02/2024,MK
INV02417,C00824,"P00456,P00433,P00452,P00343,P00163",20/09/2025,TKO
INV02418,C00544,"P00373,P00353,P00422,P00266,P00443",20/03/2025,MK
INV02419,C00782,"P00199,P00264,P00332,P00097",10/09/2024,MK
INV02420,C01327,"P00009,P00255",21/01/2025,CYB
INV02421,C00432,P00205,18/12/2024,TKO
INV02422,C00256,"P00311,P00418",12/12/2025,TKO
INV02423,C00247,"P00373,P00353,P00422,P00266",30/10/2024,TKO
INV02424,C00671,"P00373,P00353,P00422,P00266",28/12/2024,CYB
INV02425,C00741,"P00384,P00388,P00212",25/04/2025,CYB
INV02426,C00499,"P00156,P00336,P00108,P00089,P00169,P00060",21/11/2024,CYB
INV02427,C01335,"P00475,P00454,P00195",18/09/2025,TKO
INV02428,C01152,"P00202,P00208,P00323,P00280,P00143",01/02/2024,CYB
INV02429,C00391,"P00147,P00478",04/08/2024,CYB
INV02430,C00802,"P00156,P00336,P00108,P00089,P00466,P00317",02/12/2024,MK
INV02431,C00897,"P00373,P00353,P00422,P00266,P00259",01/07/2025,CYB
INV02432,C00190,"P00373,P00353,P00422,P00266,P00235,P00073",27/03/2024,MK
INV02433,C01396,"P00430,P00370,P00508,P00423,P00485",05/11/2024,CYB
INV02434,C00714,"P00373,P00353,P00422,P00266",30/10/2025,CYB
INV02435,C00158,"P00156,P00336,P00108,P00089,P00303,P00466",13/03/2024,MK
INV02436,C00612,"P00373,P00353,P00422,P00266,P00225",10/01/2025,MK
INV02437,C01156,P00249,29/12/2025,TKO
INV02438,C00131,"P00184,P00503",24/01/2025,MK
INV02439,C00564,P00259,25/07/2024,MK
INV02440,C01050,"P00503,P00394,P00525,P00447,P00304",07/03/2025,CYB
INV02441,C00768,"P00373,P00353,P00422,P00266",31/08/2025,CYB
INV02442,C01408,"P00373,P00353,P00422,P00266,P00033",18/02/2025,MK
INV02443,C00289,"P00156,P00336,P00108,P00089,P00486",25/06/2025,TKO
INV02444,C01339,P00186,21/01/2024,CYB
INV02445,C00620,P00154,05/06/2025,MK
INV02446,C01289,P00484,07/10/2024,TKO
INV02447,C01339,"P00373,P00353,P00422,P00266,P00028",03/10/2025,TKO
INV02448,C00642,"P00373,P00353,P00422,P00266,P00165",14/09/2024,MK
INV02449,C00614,"P00519,P00354,P00224,P00439,P00110",04/08/2024,MK
INV02450,C00133,"P00338,P00346,P00129,P00020",30/10/2024,TKO
INV02451,C00206,P00455,23/07/2024,CYB
INV02452,C00151,"P00060,P00163,P00103",27/11/2024,MK
INV02453,C00496,"P00505,P00394,P00287",27/04/2024,MK
INV02454,C00233,"P00156,P00336,P00108,P00089,P00401",19/10/2025,MK
INV02455,C01407,"P00373,P00353,P00422,P00266",23/06/2024,CYB
INV02456,C00441,"P00373,P00353,P00422,P00266",30/07/2024,TKO
INV02457,C00202,P00342,23/09/2025,TKO
INV02458,C01261,"P00511,P00322",14/04/2025,TKO
INV02459,C00788,P00318,29/11/2024,MK
INV02460,C00261,P00518,01/06/2025,TKO
INV02461,C00797,"P00221,P00444,P00222",21/05/2025,MK
INV02462,C01425,"P00178,P00086,P00105",26/04/2024,MK
INV02463,C01237,"P00408,P00344,P00150,P00493",16/03/2025,TKO
INV02464,C00045,"P00156,P00336,P00108,P00089,P00387,P00049",29/08/2025,TKO
INV02465,C01020,P00225,01/11/2024,MK
INV02466,C00887,"P00478,P00298",13/08/2025,TKO
INV02467,C00178,"P00269,P00378,P00244",15/07/2024,TKO
INV02468,C00910,"P00185,P00417,P00507,P00474",04/08/2025,ST
INV02469,C00162,P00402,12/09/2024,ST
INV02470,C01224,"P00119,P00285,P00167,P00114,P00224",09/02/2024,TKO
INV02471,C00453,P00369,29/06/2024,ST
INV02472,C00201,"P00084,P00085,P00167,P00083",16/05/2025,MK
INV02473,C00295,"P00373,P00353,P00422,P00266",02/10/2025,CYB
INV02474,C01061,P00226,24/07/2025,MK
INV02475,C00073,"P00373,P00353,P00422,P00266",17/07/2024,MK
INV02476,C01271,"P00002,P00074,P00253",01/10/2024,MK
INV02477,C01421,"P00173,P00505",13/01/2024,TKO
INV02478,C00381,"P00189,P00539",08/03/2025,MK
INV02479,C00780,"P00288,P00025",21/07/2024,TKO
INV02480,C01008,"P00373,P00353,P00422,P00266,P00262,P00529",29/04/2025,MK
INV02481,C00162,"P00156,P00336,P00108,P00089,P00489",08/12/2024,CYB
INV02482,C01411,"P00423,P00264",21/02/2024,MK
INV02483,C00643,"P00156,P00336,P00108,P00089,P00389",03/12/2024,CYB
INV02484,C00865,"P00468,P00509,P00159,P00266,P00153",30/07/2025,TKO
INV02485,C00168,"P00298,P00265,P00374",07/02/2024,CYB
INV02486,C00452,"P00071,P00041,P00194,P00308",15/08/2024,TKO
INV02487,C00784,"P00270,P00482,P00459",15/05/2025,CYB
INV02488,C01396,"P00005,P00388,P00348,P00033",11/04/2025,TKO
INV02489,C00814,P00075,21/05/2025,ST
INV02490,C00856,"P00373,P00353,P00422,P00266,P00343",26/11/2025,TKO
INV02491,C00745,"P00321,P00503,P00004,P00073,P00432",29/04/2025,MK
INV02492,C00049,"P00236,P00492",16/05/2024,CYB
INV02493,C00159,"P00373,P00353,P00422,P00266,P00017,P00531",15/12/2024,MK
INV02494,C00813,P00232,10/03/2025,CYB
INV02495,C00027,P00260,26/03/2025,MK
INV02496,C00370,"P00156,P00336,P00158",15/09/2025,TKO
INV02497,C01427,"P00526,P00215,P00186",20/11/2024,CYB
INV02498,C00446,"P00094,P00197,P00033,P00265",21/02/2025,CYB
INV02499,C01064,"P00402,P00173,P00194,P00084",15/12/2024,MK
INV02500,C01229,"P00236,P00228,P00371,P00146",04/05/2025,TKO
INV02501,C00310,"P00034,P00459",27/04/2024,MK
INV02502,C00896,"P00373,P00353,P00422,P00266,P00083",05/12/2025,MK
INV02503,C00081,"P00359,P00327",01/05/2025,ST
INV02504,C00399,"P00494,P00384,P00393",02/12/2024,MK
INV02505,C00131,"P00016,P00412,P00145,P00132",09/10/2025,CYB
INV02506,C01411,"P00156,P00336,P00108,P00089,P00303,P00289",18/12/2025,CYB
INV02507,C01222,"P00471,P00055,P00026",11/05/2025,CYB
INV02508,C00801,"P00373,P00353,P00422,P00266,P00456,P00141",10/07/2025,CYB
INV02509,C01231,"P00492,P00476,P00101,P00523,P00386",29/12/2024,MK
INV02510,C00865,"P00373,P00353,P00422,P00266",08/08/2025,CYB
INV02511,C01262,P00074,22/11/2025,CYB
INV02512,C00883,"P00072,P00273,P00428,P00295",24/07/2024,CYB
INV02513,C00489,"P00373,P00353,P00422,P00266",16/03/2024,TKO
INV02514,C00407,"P00063,P00225,P00349",14/05/2025,ST
INV02515,C00095,"P00537,P00348,P00305",03/11/2024,MK
INV02516,C00419,"P00152,P00025",10/08/2024,CYB
INV02517,C01247,"P00061,P00056",15/12/2025,MK
INV02518,C00344,"P00156,P00336,P00108,P00089,P00485,P00028",05/01/2024,TKO
INV02519,C01330,"P00403,P00487",28/05/2024,MK
INV02520,C00112,"P00113,P00466,P00290,P00050",19/03/2024,MK
INV02521,C00400,"P00156,P00336,P00108,P00089",26/10/2024,CYB
INV02522,C00256,"P00373,P00353,P00422,P00266",09/05/2024,TKO
INV02523,C00740,P00338,20/10/2024,CYB
INV02524,C00793,"P00225,P00385,P00408",27/08/2025,CYB
INV02525,C01098,"P00156,P00336,P00108,P00089,P00028",31/10/2024,MK
INV02526,C01096,"P00044,P00293,P00415",23/02/2025,ST
INV02527,C01108,"P00156,P00336,P00108,P00089,P00419,P00454",23/02/2024,TKO
INV02528,C00290,"P00373,P00353,P00422,P00266,P00133",13/07/2024,MK
INV02529,C00711,"P00397,P00181,P00353,P00240",08/01/2025,CYB
INV02530,C01283,P00260,27/03/2024,ST
INV02531,C00209,"P00442,P00259",18/07/2025,MK
INV02532,C01410,"P00157,P00139,P00015",13/08/2024,MK
INV02533,C00669,"P00156,P00336,P00108,P00089",14/09/2024,CYB
INV02534,C01327,"P00373,P00353,P00422,P00266,P00314,P00275",13/12/2025,CYB
INV02535,C00620,"P00397,P00479,P00317",27/12/2024,MK
INV02536,C01285,"P00238,P00149,P00247",22/04/2025,TKO
INV02537,C00298,P00139,02/04/2024,TKO
INV02538,C00244,"P00186,P00475,P00340,P00136,P00521",17/08/2024,MK
INV02539,C00533,"P00156,P00336,P00108,P00089,P00506",22/02/2024,MK
INV02540,C00407,"P00212,P00095,P00298,P00546",10/02/2024,ST
INV02541,C01301,"P00274,P00102,P00510,P00452,P00097",02/05/2024,CYB
INV02542,C01349,"P00156,P00336,P00108,P00089,P00133",05/04/2024,MK
INV02543,C01378,"P00218,P00132,P00368",24/11/2024,TKO
INV02544,C01015,"P00410,P00342",09/04/2025,MK
INV02545,C00075,"P00014,P00187",04/11/2025,MK
INV02546,C00667,"P00542,P00302",15/05/2024,MK
INV02547,C01194,"P00066,P00547",07/10/2024,ST
INV02548,C00830,"P00469,P00092",13/03/2025,MK
INV02549,C01342,"P00373,P00353,P00422,P00266,P00393",22/08/2024,ST
INV02550,C01372,"P00287,P00439,P00271",25/05/2024,MK
INV02551,C00327,P00513,25/01/2025,CYB
INV02552,C01049,"P00287,P00410,P00286,P00533",28/01/2025,CYB
INV02553,C00591,"P00537,P00309,P00439,P00461",12/10/2025,CYB
INV02554,C01369,"P00388,P00168,P00268,P00482",02/10/2024,TKO
INV02555,C01093,"P00156,P00336,P00108,P00089,P00309",10/08/2024,MK
INV02556,C00813,"P00156,P00336,P00108,P00089",09/02/2024,CYB
INV02557,C00820,"P00535,P00231",16/11/2024,TKO
INV02558,C00142,"P00373,P00353,P00422,P00266,P00500,P00120",31/08/2024,CYB
INV02559,C00568,"P00388,P00394",24/07/2025,MK
INV02560,C00561,"P00462,P00050",22/02/2024,ST
INV02561,C00180,"P00351,P00407,P00222,P00274,P00104",09/12/2024,MK
INV02562,C00218,"P00373,P00353,P00422,P00266,P00106,P00022",02/12/2024,CYB
INV02563,C00184,P00376,29/07/2025,CYB
INV02564,C00596,"P00156,P00336,P00108,P00089",19/05/2025,TKO
INV02565,C00234,"P00068,P00317,P00416",26/05/2025,ST
INV02566,C00925,"P00447,P00251,P00492",06/08/2024,MK
INV02567,C00838,"P00295,P00459,P00095",16/02/2024,CYB
INV02568,C00771,"P00373,P00353,P00422,P00266",06/10/2025,CYB
INV02569,C00012,"P00384,P00239,P00450,P00279",17/01/2025,MK
INV02570,C01144,"P00156,P00336,P00108,P00089,P00333",04/07/2025,MK
INV02571,C00665,"P00159,P00036",14/05/2024,TKO
INV02572,C00693,"P00431,P00057",17/03/2024,MK
INV02573,C00576,"P00109,P00543,P00223,P00311,P00381",12/11/2024,TKO
INV02574,C01383,"P00156,P00336,P00108,P00089,P00282",18/02/2025,CYB
