Customer id,Gender,Age,Payment method
C01025,F,44,Credit Card
C01026,F,46,Credit Card
C01027,M,46,Cash
C01028,M,37,Cash
C01029,F,27,Credit Card
C01030,F,53,Mobile Payment
C01031,M,54,Cash
C01032,F,28,Mobile Payment
C01033,M,23,Mobile Payment
C01034,F,31,Mobile Payment
C01035,M,27,Mobile Payment
C01036,M,50,Cash
C01037,M,32,Mobile Payment
C01038,M,39,Cash
C01039,M,46,Cash
C01040,M,22,Mobile Payment
C01041,M,25,Cash
C01042,M,43,Cash
C01043,F,28,Cash
C01044,F,22,Credit Card
C01045,M,36,Credit Card
C01046,M,43,Cash
C01047,F,34,Credit Card
C01048,M,26,Cash
C01049,M,49,Mobile Payment
C01050,M,39,Cash
C01051,M,49,Cash
C01052,F,25,Cash
C01053,M,38,Cash
C01054,M,23,Cash
C01055,F,30,Credit Card
C01056,F,51,Cash
C01057,M,41,Credit Card
C01058,M,25,Cash
C01059,F,29,Cash
C01060,M,40,Cash
C01061,M,35,Mobile Payment
C01062,M,52,Credit Card
C01063,M,27,Credit Card
C01064,F,52,Credit Card
C01065,F,29,Credit Card
C01066,F,45,Cash
C01067,F,41,Cash
C01068,M,27,Cash
C01069,M,37,Mobile Payment
C01070,M,43,Cash
C01071,M,46,Cash
C01072,M,29,Mobile Payment
C01073,F,22,Credit Card
C01074,F,29,Cash
C01075,M,44,Credit Card
C01076,F,51,Cash
C01077,F,33,Cash
C01078,M,51,Credit Card
C01079,M,34,Cash
C01080,M,22,Cash
C01081,F,38,Mobile Payment
C01082,M,32,Cash
C01083,F,43,Cash
C01084,M,32,Credit Card
C01085,F,32,Cash
C01086,M,51,Cash
C01087,M,30,Cash
C01088,F,42,Credit Card
C01089,F,40,Cash
C01090,M,48,Credit Card
C01091,F,42,Cash
C01092,M,28,Cash
C01093,M,30,Credit Card
C01094,F,46,Cash
C01095,F,28,Credit Card
C01096,M,27,Mobile Payment
C01097,M,51,Cash
C01098,M,31,Credit Card
C01099,M,22,Credit Card
C01100,F,42,Cash
C01101,M,53,Mobile Payment
C01102,M,47,Cash
C01103,M,31,Credit Card
C01104,M,36,Credit Card
C01105,M,40,Cash
C01106,M,48,Cash
C01107,M,44,Credit Card
C01108,F,47,Cash
C01109,F,43,Cash
C01110,M,41,Cash
C01111,F,48,Cash
C01112,M,31,Credit Card
C01113,F,29,Mobile Payment
C01114,M,39,Credit Card
C01115,F,31,Mobile Payment
C01116,M,48,Credit Card
C01117,F,53,Cash
C01118,F,37,Credit Card
C01119,M,37,Mobile Payment
C01120,F,51,Cash
C01121,M,23,Mobile Payment
C01122,F,46,Credit Card
C01123,M,22,Cash
C01124,M,51,Mobile Payment
C01125,F,23,Cash
C01126,F,40,Cash
C01127,F,51,Cash
C01128,M,44,Cash
C01129,F,40,Mobile Payment
C01130,M,35,Credit Card
C01131,F,42,Mobile Payment
C01132,F,49,Cash
C01133,M,29,Cash
C01134,M,41,Credit Card
C01135,M,36,Cash
C01136,F,50,Mobile Payment
C01137,F,26,Mobile Payment
C01138,F,43,Cash
C01139,M,29,Mobile Payment
C01140,F,35,Cash
C01141,F,50,Credit Card
C01142,F,28,Mobile Payment
C01143,M,38,Credit Card
C01144,F,33,Cash
C01145,M,46,Credit Card
C01146,M,27,Cash
C01147,M,42,Credit Card
C01148,F,25,Cash
C01149,F,45,Cash
C01150,M,22,Mobile Payment
C01151,M,28,Cash
C01152,M,36,Credit Card
C01153,F,51,Mobile Payment
C01154,M,45,Cash
C01155,F,39,Credit Card
C01156,F,31,Mobile Payment
C01157,M,45,Mobile Payment
C01158,F,39,Credit Card
C01159,M,22,Credit Card
C01160,M,34,Cash
C01161,M,50,Credit Card
C01162,M,48,Credit Card
C01163,M,33,Credit Card
C01164,M,39,Cash
C01165,M,24,Credit Card
C01166,M,34,Mobile Payment
C01167,M,39,Credit Card
C01168,M,29,Credit Card
C01169,F,51,Mobile Payment
C01170,M,24,Cash
C01171,M,46,Credit Card
C01172,F,23,Credit Card
C01173,F,31,Credit Card
C01174,F,35,Cash
C01175,M,25,Cash
C01176,F,52,Cash
C01177,F,49,Credit Card
C01178,F,50,Credit Card
C01179,M,31,Mobile Payment
C01180,F,46,Cash
C01181,F,50,Credit Card
C01182,M,36,Cash
C01183,M,44,Credit Card
C01184,M,50,Mobile Payment
C01185,M,25,Credit Card
C01186,M,44,Mobile Payment
C01187,M,27,Credit Card
C01188,M,43,Credit Card
C01189,M,45,Cash
C01190,M,41,Cash
C01191,M,22,Mobile Payment
C01192,M,54,Cash
C01193,F,35,Credit Card
C01194,M,49,Credit Card
C01195,M,54,Credit Card
C01196,F,29,Cash
C01197,F,44,Mobile Payment
C01198,F,32,Cash
C01199,F,34,Cash
C01200,F,33,Mobile Payment
C01201,M,37,Mobile Payment
C01202,F,49,Cash
C01203,F,38,Cash
C01204,F,28,Cash
C01205,F,45,Mobile Payment
C01206,F,37,Cash
C01207,M,31,Cash
C01208,M,45,Cash
C01209,M,34,Credit Card
C01210,M,48,Cash
C01211,F,34,Cash
C01212,M,41,Mobile Payment
C01213,M,41,Mobile Payment
C01214,M,38,Mobile Payment
C01215,M,54,Credit Card
C01216,M,34,Credit Card
C01217,F,39,Credit Card
C01218,F,50,Cash
C01219,F,29,Credit Card
C01220,M,32,Mobile Payment
C01221,F,28,Credit Card
C01222,M,22,Credit Card
C01223,M,45,Credit Card
C01224,F,49,Cash
C01225,M,30,Cash
C01226,F,51,Cash
C01227,F,50,Credit Card
C01228,F,24,Cash
C01229,M,25,Cash
C01230,M,51,Credit Card
C01231,M,37,Credit Card
C01232,M,40,Cash
C01233,M,35,Mobile Payment
C01234,M,30,Mobile Payment
C01235,F,39,Cash
C01236,M,47,Mobile Payment
C01237,M,23,Mobile Payment
C01238,M,49,Cash
C01239,M,38,Credit Card
C01240,M,36,Credit Card
C01241,M,25,Cash
C01242,M,46,Credit Card
C01243,F,28,Credit Card
C01244,F,38,Credit Card
C01245,F,36,Cash
C01246,F,32,Cash
C01247,M,31,Cash
C01248,M,38,Cash
C01249,M,25,Cash
C01250,M,45,Credit Card
C01251,M,44,Mobile Payment
C01252,M,39,Mobile Payment
C01253,M,51,Mobile Payment
C01254,M,31,Cash
C01255,F,22,Credit Card
C01256,F,37,Mobile Payment
C01257,F,28,Cash
C01258,F,38,Credit Card
C01259,F,34,Cash
C01260,F,45,Cash
C01261,F,40,Credit Card
C01262,M,29,Credit Card
C01263,F,31,Mobile Payment
C01264,M,26,Cash
C01265,F,36,Mobile Payment
C01266,M,30,Credit Card
C01267,F,33,Cash
C01268,M,47,Credit Card
C01269,M,41,Mobile Payment
C01270,M,54,Mobile Payment
C01271,M,47,Cash
C01272,F,34,Cash
C01273,M,39,Cash
C01274,M,51,Cash
C01275,M,44,Mobile Payment
C01276,M,51,Cash
C01277,F,22,Cash
C01278,M,54,Credit Card
C01279,F,40,Cash
C01280,F,44,Credit Card
C01281,M,36,Cash
C01282,M,39,Credit Card
C01283,M,26,Cash
C01284,F,45,Credit Card
C01285,F,31,Cash
C01286,F,47,Credit Card
C01287,M,50,Mobile Payment
C01288,M,53,Cash
C01289,M,37,Cash
C01290,M,30,Credit Card
C01291,F,35,Mobile Payment
C01292,F,47,Mobile Payment
C01293,F,23,Credit Card
C01294,F,29,Mobile Payment
C01295,F,42,Mobile Payment
C01296,F,39,Mobile Payment
C01297,M,48,Cash
C01298,F,28,Mobile Payment
C01299,F,54,Credit Card
C01300,M,54,Credit Card
C01301,M,52,Credit Card
C01302,M,26,Mobile Payment
C01303,F,39,Mobile Payment
C01304,M,52,Credit Card
C01305,M,44,Credit Card
C01306,M,37,Mobile Payment
C01307,M,42,Mobile Payment
C01308,M,31,Mobile Payment
C01309,F,26,Mobile Payment
C01310,M,31,Mobile Payment
C01311,M,34,Cash
C01312,M,29,Credit Card
C01313,M,54,Credit Card
C01314,M,50,Credit Card
C01315,M,51,Mobile Payment
C01316,M,41,Mobile Payment
C01317,F,22,Cash
C01318,M,44,Cash
C01319,M,32,Credit Card
C01320,F,50,Cash
C01321,M,24,Credit Card
C01322,M,29,Credit Card
C01323,M,36,Mobile Payment
C01324,M,30,Cash
C01325,F,28,Credit Card
C01326,M,52,Credit Card
C01327,M,24,Cash
C01328,M,28,Cash
C01329,F,35,Cash
C01330,F,53,Cash
C01331,F,22,Credit Card
C01332,M,40,Cash
C01333,F,40,Mobile Payment
C01334,F,29,Cash
C01335,M,47,Cash
C01336,F,50,Mobile Payment
C01337,F,48,Mobile Payment
C01338,M,50,Credit Card
C01339,F,49,Cash
C01340,M,27,Mobile Payment
C01341,F,22,Credit Card
C01342,M,39,Credit Card
C01343,F,43,Cash
C01344,M,37,Cash
C01345,M,36,Credit Card
C01346,F,32,Cash
C01347,M,51,Credit Card
C01348,F,37,Cash
C01349,M,25,Cash
C01350,F,45,Mobile Payment
C01351,M,29,Cash
C01352,M,54,Credit Card
C01353,M,47,Cash
C01354,F,41,Cash
C01355,F,33,Cash
C01356,M,29,Cash
C01357,F,30,Cash
C01358,F,36,Cash
C01359,M,52,Credit Card
C01360,M,38,Credit Card
C01361,M,32,Cash
C01362,M,48,Credit Card
C01363,M,34,Credit Card
C01364,M,48,Credit Card
C01365,M,32,Credit Card
C01366,M,39,Cash
C01367,M,47,Mobile Payment
C01368,M,45,Mobile Payment
C01369,M,54,Mobile Payment
C01370,M,54,Cash
C01371,M,54,Credit Card
C01372,M,45,Cash
C01373,M,39,Mobile Payment
C01374,M,48,Mobile Payment
C01375,F,36,Credit Card
C01376,F,36,Cash
C01377,F,24,Cash
C01378,M,37,Mobile Payment
C01379,M,32,Credit Card
C01380,F,31,Cash
C01381,M,52,Credit Card
C01382,F,30,Mobile Payment
C01383,M,36,Cash
C01384,M,51,Cash
C01385,M,28,Credit Card
C01386,M,51,Mobile Payment
C01387,F,32,Credit Card
C01388,M,49,Cash
C01389,F,22,Cash
C01390,F,45,Cash
C01391,F,26,Cash
C01392,M,51,Credit Card
C01393,M,53,Cash
C01394,M,27,Credit Card
C01395,M,24,Mobile Payment
C01396,M,34,Mobile Payment
C01397,F,25,Cash
C01398,F,25,Cash
C01399,M,38,Mobile Payment
C01400,M,44,Credit Card
C01401,M,42,Mobile Payment
C01402,M,44,Mobile Payment
C01403,F,52,Cash
C01404,M,31,Credit Card
C01405,F,47,Mobile Payment
C01406,F,37,Credit Card
C01407,M,30,Credit Card
C01408,M,49,Credit Card
C01409,F,47,Mobile Payment
C01410,F,43,Credit Card
C01411,M,37,Credit Card
C01412,F,24,Mobile Payment
C01413,M,50,Credit Card
C01414,M,50,Cash
C01415,M,50,Credit Card
C01416,F,31,Credit Card
C01417,M,31,Credit Card
C01418,M,53,Credit Card
C01419,F,50,Cash
C01420,F,34,Credit Card
C01421,M,36,Mobile Payment
C01422,M,43,Credit Card
C01423,M,46,Credit Card
C01424,M,45,Mobile Payment
C01425,M,43,Mobile Payment
C01426,M,38,Credit Card
C01427,M,34,Credit Card
C01428,F,40,Credit Card
C01429,F,37,Cash
C01430,F,24,Credit Card
C01431,M,42,Credit Card
C01432,F,50,Cash
C01433,M,28,Credit Card
C01434,M,24,Credit Card
C01435,F,26,Credit Card
C01436,M,51,Mobile Payment
C01437,F,29,Credit Card
C01438,M,26,Cash
C01439,M,54,Mobile Payment
C01440,M,52,Mobile Payment
C01441,M,49,Mobile Payment
C01442,M,44,Mobile Payment
C01443,M,54,Cash
C01444,M,29,Cash
C01445,F,32,Mobile Payment
C01446,M,29,Cash
C01447,F,51,Cash
